NPI,Gender,State,Region,Credentials,Specialty,Specialty,Opioids,OO.Av,N.Opioids,NO.Av,Opioid.Prescriber,,,,,
1578549440,M,FL,S,M.D.,Thoracic Surgery,MD,13,1,19,1,1,,,,,
1578549523,M,SC,S,MD,Psychiatry,MD,0,0,1163,1,0,,,,,
1578552527,M,MA,NE,M.D.,Internal Medicine,MD,103,1,1420,1,1,,,,,
1578553137,M,KS,MW,M.D.,Family Practice,MD,1597,1,16669,1,1,,,,,
1578553574,M,FL,S,"D.O., P.A.",Ophthalmology,DO,0,0,1232,1,0,,,,,
1578553848,M,MA,NE,MD,Psychiatry,MD,0,0,1345,1,0,,,,,
1578554010,M,AL,S,MD,Neurology,MD,17,1,2658,1,1,,,,,
1578556304,M,UT,W,M.D.,Emergency Medicine,MD,50,1,27,1,1,,,,,
1578557872,F,MO,MW,M.D.,Family Practice,MD,186,1,1055,1,1,,,,,
1578558805,M,GA,S,M.D.,Family Practice,MD,648,1,9364,1,1,,,,,
1578558987,M,TX,S,MD,Cardiology,MD,0,0,2831,1,0,,,,,
1578559027,M,MO,MW,MD,Emergency Medicine,MD,192,1,349,1,1,,,,,
1578559449,M,OH,MW,MD,Family Practice,MD,507,1,9400,1,1,,,,,
1578560918,M,ME,NE,M.D.,Ophthalmology,MD,14,1,1269,1,1,,,,,
1578561379,F,OH,MW,RN CFNP,Nurse Practitioner,NP,96,1,3018,1,1,,,,,
1578562013,M,OH,MW,D.O.,Family Practice,DO,919,1,16199,1,1,,,,,
1578562039,F,SC,S,P.A.,Physician Assistant,PA,17,1,199,1,1,,,,,
1578562096,M,AL,S,CRNP,Nurse Practitioner,NP,17,1,976,1,1,,,,,
1578562930,M,PA,NE,D.O.,Ophthalmology,DO,0,0,841,1,0,,,,,
1578563847,M,LA,S,M.D.,General Practice,MD,1548,1,43613,1,1,,,,,
1578565511,M,MA,NE,MD,Orthopedic Surgery,MD,55,1,0,0,1,,,,,
1578566113,F,PA,NE,CRNP,Nurse Practitioner,NP,20,1,386,1,1,,,,,
1578566527,M,GA,S,M.D.,Orthopedic Surgery,MD,570,1,95,1,1,,,,,
1578567392,M,WA,W,MD,Internal Medicine,MD,0,0,372,1,0,,,,,
1578567806,F,CT,NE,CRNA,CRNA,NP,0,0,11,1,0,,,,,
1578567913,M,MD,S,M.D.,Infectious Disease,MD,0,0,49,1,0,,,,,
1578568291,M,FL,S,MD,Orthopedic Surgery,MD,219,1,66,1,1,,,,,
1578568812,M,WA,W,MD`,Family Practice,MD,582,1,5739,1,1,,,,,
1578569729,F,WI,MW,MD,Family Practice,MD,144,1,3248,1,1,,,,,
1578571246,M,MA,NE,M.D.,Gastroenterology,MD,0,0,504,1,0,,,,,
1578571402,F,ME,NE,FNP,Nurse Practitioner,NP,59,1,160,1,1,,,,,
1578573259,M,WI,MW,MD,Internal Medicine,MD,376,1,6362,1,1,,,,,
1578574687,F,IA,MW,ARNP,Nurse Practitioner,NP,109,1,2355,1,1,,,,,
1578577680,M,NY,NE,DDS,Dentist,DDS,16,1,38,1,1,,,,,
1578577789,F,CA,W,P.A.,Physician Assistant,PA,131,1,2417,1,1,,,,,
1578578043,F,IL,MW,NP,Nurse Practitioner,NP,0,0,60,1,0,,,,,
1578582391,M,MI,MW,DO,Family Practice,DO,609,1,4872,1,1,,,,,
1578586277,M,IN,MW,MD,Family Practice,MD,176,1,4968,1,1,,,,,
1578586574,F,CA,W,D.O.,Psychiatry & Neurology,DO,0,0,35,1,0,,,,,
1578586624,M,NC,S,MD,Psychiatry,MD,635,1,978,1,1,,,,,
1578586814,M,CA,W,M.D.,Family Practice,MD,105,1,3746,1,1,,,,,
1578589891,M,MO,MW,MD,Pulmonary Disease,MD,0,0,11,1,0,,,,,
1578590063,M,NJ,NE,D.D.S.,Dentist,DDS,0,0,12,1,0,,,,,
1578590592,M,CO,W,M.D.,Emergency Medicine,MD,18,1,26,1,1,,,,,
1578590691,M,CT,NE,M.D.,Cardiology,MD,0,0,897,1,0,,,,,
1578592978,M,NY,NE,M.D.,Internal Medicine,MD,352,1,7742,1,1,,,,,
1578597407,F,MN,MW,CNP,Nurse Practitioner,NP,187,1,836,1,1,,,,,
1578599163,F,CA,W,MD,Cardiology,MD,0,0,2648,1,0,,,,,
1578599288,F,WI,MW,M.D.,Hematology/Oncology,MD,52,1,275,1,1,,,,,
1578601449,M,MN,MW,DDS,Dentist,DDS,0,0,60,1,0,,,,,
1578602082,M,IL,MW,DMD,Oral Surgery (dentists only),DDS,141,1,150,1,1,,,,,
1578603650,F,NY,NE,M.D.,Psychiatry,MD,0,0,13,1,0,,,,,
1578604633,M,IN,MW,M.D.,Family Practice,MD,593,1,5166,1,1,,,,,
1578610267,F,PA,NE,"MSN, CRNP",Nurse Practitioner,NP,189,1,289,1,1,,,,,
1578610382,M,MO,MW,MD,Radiation Oncology,MD,34,1,22,1,1,,,,,
1578611513,F,CA,W,MD,Internal Medicine,MD,313,1,2862,1,1,,,,,
1578612727,M,NY,NE,MD,Internal Medicine,MD,0,0,525,1,0,,,,,
1578614657,M,CA,W,M.D,Internal Medicine,MD,852,1,22291,1,1,,,,,
1578614970,F,MI,MW,D.D.S.,Dentist,DDS,0,0,28,1,0,,,,,
1578615456,M,FL,S,MD,Emergency Medicine,MD,123,1,93,1,1,,,,,
1578619375,M,MD,S,M.D.,Infectious Disease,MD,0,0,22,1,0,,,,,
1578619474,M,AZ,W,M.D.,Family Practice,MD,271,1,4379,1,1,,,,,
1578622510,F,OH,MW,D.D.S.,Dentist,DDS,0,0,53,1,0,,,,,
1578626214,M,CT,NE,M.D.,Psychiatry,MD,0,0,3450,1,0,,,,,
1578638110,F,NC,S,PA-C,Physician Assistant,PA,15,1,0,0,1,,,,,
1578638573,M,NY,NE,M.D.,Endocrinology,MD,172,1,2279,1,1,,,,,
1578640413,M,CA,W,MD,Internal Medicine,MD,384,1,5224,1,1,,,,,
1578641718,F,MO,MW,M.D.,Obstetrics/Gynecology,MD,0,0,25,1,0,,,,,
1578642500,F,WA,W,O.D.,Optometry,MD,0,0,80,1,0,,,,,
1578648580,F,VA,S,PA-C,Physician Assistant,PA,83,1,56,1,1,,,,,
1578649984,M,CO,W,MD,Internal Medicine,MD,0,0,69,1,1,,,,,
1578652228,M,NY,NE,MD,Ophthalmology,MD,0,0,399,1,0,,,,,
1578652996,M,VT,NE,M.D.,Cardiology,MD,0,0,301,1,0,,,,,
1578655148,F,WA,W,MD,Internal Medicine,MD,216,1,1876,1,1,,,,,
1578655866,M,WA,W,M.D.,Family Practice,MD,468,1,2758,1,1,,,,,
1578659025,M,OH,MW,D.O.,Internal Medicine,DO,384,1,12422,1,1,,,,,
1578659835,M,NJ,NE,MD,Ophthalmology,MD,0,0,117,1,0,,,,,
1578661070,M,PA,NE,M.D.,Anesthesiology,MD,227,1,561,1,1,,,,,
1578662581,M,FL,S,M.D.,Family Practice,MD,66,1,447,1,1,,,,,
1578666129,M,CA,W,M.D,Specialist,MD,0,0,18,1,1,,,,,
1578666707,F,NJ,NE,MD,Allergy/Immunology,MD,0,0,262,1,0,,,,,
1578667648,M,NC,S,MD,Internal Medicine,MD,0,0,2702,1,1,,,,,
1578668802,M,TN,S,DMD,Dentist,DDS,0,0,28,1,0,,,,,
1578670089,F,WI,MW,MD,Family Practice,MD,295,1,6003,1,1,,,,,
1578672283,M,NY,NE,MD,Obstetrics/Gynecology,MD,0,0,17,1,0,,,,,
1578672614,F,MO,MW,,Internal Medicine,MD,267,1,8439,1,1,,,,,
1578672713,F,PA,NE,MD,Neurology,MD,0,0,573,1,0,,,,,
1578674453,M,WA,W,M.D.,Anesthesiology,MD,20,1,0,0,1,,,,,
1578675757,M,RI,NE,DDS,Dentist,DDS,0,0,74,1,0,,,,,
1578676243,F,CA,W,D.O.,Family Practice,DO,459,1,6775,1,1,,,,,
1578676359,M,PA,NE,M.D.,Ophthalmology,MD,0,0,706,1,0,,,,,
1578676656,F,OH,MW,DDS,Dentist,DDS,0,0,34,1,0,,,,,
1578677373,M,MD,S,DDS,Dentist,DDS,0,0,12,1,0,,,,,
1578677688,M,PA,NE,DDS,Oral & Maxillofacial Surgery,DDS,190,1,0,0,1,,,,,
1578679395,M,TN,S,MD,Cardiology,MD,0,0,6788,1,0,,,,,
1578685848,M,MI,MW,D.D.S.,Dentist,DDS,0,0,23,1,0,,,,,
1578687331,F,MO,MW,,Pulmonary Disease,MD,0,0,13,1,0,,,,,
1578689378,F,PA,NE,CRNP,Nurse Practitioner,NP,245,1,331,1,1,,,,,
1578690566,M,OR,W,M.D.,Ophthalmology,MD,42,1,17,1,1,,,,,
1578692315,M,OR,W,DMD,Dentist,DDS,0,0,69,1,1,,,,,
1578694857,M,CT,NE,DMD,Dentist,DDS,0,0,16,1,0,,,,,
1578700902,F,MT,W,PA-C,Physician Assistant,PA,40,1,235,1,1,,,,,
1578715637,F,TX,S,PA,Physician Assistant,PA,25,1,0,0,1,,,,,
1578716338,M,MA,NE,NP,Nurse Practitioner,NP,915,1,834,1,1,,,,,
1578720900,F,MN,MW,M.D.,Family Practice,MD,90,1,1621,1,1,,,,,
1578722856,F,NJ,NE,D.O,Dermatology,DO,0,0,295,1,0,,,,,
1578723318,M,WI,MW,D.O,Family Practice,DO,159,1,1686,1,1,,,,,
1578723334,M,CT,NE,M.D.,Psychiatry & Neurology,MD,0,0,39,1,0,,,,,
1578724068,M,MO,MW,D.O.,Internal Medicine,DO,0,0,12,1,0,,,,,
1578724142,F,FL,S,MD,Emergency Medicine,MD,56,1,57,1,1,,,,,
1578724811,F,TX,S,M.D.,Family Practice,MD,0,0,11,1,0,,,,,
1578725081,M,MN,MW,MD,Emergency Medicine,MD,107,1,83,1,1,,,,,
1578726899,F,MI,MW,M.D.,Internal Medicine,MD,316,1,2139,1,1,,,,,
1578727574,F,NY,NE,M.D.,Obstetrics/Gynecology,MD,12,1,16,1,1,,,,,
1578731600,F,VA,S,M.D.,Internal Medicine,MD,1140,1,8864,1,1,,,,,
1578732772,M,FL,S,D.O.,Internal Medicine,DO,35,1,299,1,1,,,,,
1578736971,F,IL,MW,DDS,Dentist,DDS,27,1,50,1,1,,,,,
1578739967,F,WA,W,DO,Family Practice,DO,0,0,69,1,0,,,,,
1578743936,M,OR,W,D.O.,Family Practice,DO,0,0,15,1,0,,,,,
1578752291,F,PA,NE,MD,Family Practice,MD,282,1,6358,1,1,,,,,
1578755328,F,IA,MW,PA,Physician Assistant,PA,50,1,3175,1,1,,,,,
1578758926,F,ND,MW,M.D.,Family Practice,MD,0,0,1038,1,1,,,,,
1578759122,F,WI,MW,APNP,Nurse Practitioner,NP,0,0,25,1,0,,,,,
1578761482,F,MA,NE,MD,Dermatology,MD,0,0,226,1,0,,,,,
1578763157,F,WV,S,D.O.,Emergency Medicine,DO,76,1,142,1,1,,,,,
1578763405,F,WI,MW,PA,Physician Assistant,PA,16,1,46,1,1,,,,,
1578763462,F,TX,S,MD PA,Internal Medicine,MD,355,1,8145,1,1,,,,,
1578766028,F,IA,MW,D.O,Emergency Medicine,DO,23,1,0,0,1,,,,,
1578767232,M,CA,W,M.D.,Psychiatry,MD,0,0,4804,1,0,,,,,
1578769824,M,MT,W,MD,Orthopedic Surgery,MD,126,1,65,1,1,,,,,
1578770707,M,NC,S,MD,Internal Medicine,MD,0,0,2863,1,0,,,,,
1578771853,M,WA,W,M.D.,Neurology,MD,0,0,1012,1,0,,,,,
1578778676,M,PA,NE,MD,Orthopedic Surgery,MD,216,1,14,1,1,,,,,
1578779872,F,PA,NE,M.D,Family Practice,MD,111,1,4467,1,1,,,,,
1578782108,M,NY,NE,MD,Internal Medicine,MD,11,1,35,1,1,,,,,
1578784435,F,TX,S,M.D,Internal Medicine,MD,16,1,64,1,1,,,,,
1578787545,F,NY,NE,"M.D.,",Psychiatry & Neurology,MD,0,0,36,1,0,,,,,
1578791646,F,PA,NE,MD,Ophthalmology,MD,26,1,11,1,1,,,,,
1578792446,M,NV,W,M.D.,Ophthalmology,MD,0,0,57,1,1,,,,,
1578793980,M,SC,S,DMD,Dentist,DDS,14,1,0,0,1,,,,,
1578794897,M,WI,MW,"MHS, PAC",Physician Assistant,PA,51,1,93,1,1,,,,,
1578804274,F,MD,S,CRNP,Nurse Practitioner,NP,658,1,165,1,1,,,,,
1578808770,F,ME,NE,FNP,Nurse Practitioner,NP,265,1,1388,1,1,,,,,
1578815023,F,NV,W,FNP-BC,Nurse Practitioner,NP,104,1,910,1,1,,,,,
1578816856,F,NY,NE,PA-C,Physician Assistant,PA,0,0,386,1,0,,,,,
1578818928,F,NY,NE,NP-C,Nurse Practitioner,NP,16,1,552,1,1,,,,,
1578819355,M,TX,S,DDS,Dentist,DDS,143,1,197,1,1,,,,,
1578821914,F,CA,W,DO,Student in an Organized Health Care Education/Training Program,DO,0,0,18,1,0,,,,,
1578822094,F,PA,NE,M.D.,Internal Medicine,MD,0,0,241,1,0,,,,,
1578827416,F,FL,S,ARNP,Nurse Practitioner,NP,0,0,2383,1,0,,,,,
1578827499,F,IA,MW,MD,General Acute Care Hospital,MD,16,1,13,1,1,,,,,
1578828992,F,FL,S,FNP,Nurse Practitioner,NP,0,0,33,1,0,,,,,
1578829230,M,WI,MW,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,202,1,0,,,,,
1578829362,F,VA,S,M.D.,Student in an Organized Health Care Education/Training Program,MD,11,1,0,0,1,,,,,
1578832697,F,CA,W,PAC,Physician Assistant,PA,43,1,464,1,1,,,,,
1578835922,F,IN,MW,FNP,Nurse Practitioner,NP,81,1,831,1,1,,,,,
1578839593,F,TX,S,PA-C,Physician Assistant,PA,11,1,247,1,1,,,,,
1578840526,F,MA,NE,,Nurse Practitioner,NP,76,1,306,1,1,,,,,
1578840922,F,PA,NE,PA-C,Physician Assistant,PA,0,0,44,1,0,,,,,
1578841292,F,NY,NE,RPA-C,Physician Assistant,PA,12,1,0,0,1,,,,,
1578846226,F,OH,MW,CNP,Nurse Practitioner,NP,0,0,14,1,0,,,,,
1578849097,F,IL,MW,FNP,Nurse Practitioner,NP,12,1,0,0,1,,,,,
1578853883,M,KY,S,APRN,Nurse Practitioner,NP,0,0,929,1,0,,,,,
1578858718,F,IL,MW,APN,Nurse Practitioner,NP,587,1,2510,1,1,,,,,
1578862058,M,OH,MW,M.D.,Family Practice,MD,0,0,420,1,1,,,,,
1578863791,M,FL,S,P.A.,Physician Assistant,PA,0,0,36,1,0,,,,,
1578866430,F,CA,W,DDS,Dentist,DDS,0,0,44,1,0,,,,,
1578874327,F,TN,S,NP-C,Nurse Practitioner,NP,0,0,2734,1,0,,,,,
1578874368,F,TX,S,,Family Practice,MD,91,1,397,1,1,,,,,
1578876553,F,SC,S,ANP,Nurse Practitioner,NP,0,0,13,1,0,,,,,
1578878146,F,MN,MW,FNP,Nurse Practitioner,NP,57,1,245,1,1,,,,,
1578880902,M,WA,W,"M.D., M.S.",Ophthalmology,MD,0,0,147,1,0,,,,,
1578882262,M,NY,NE,DDS,Student in an Organized Health Care Education/Training Program,DDS,0,0,14,1,0,,,,,
1578898383,F,CA,W,FNP,Nurse Practitioner,NP,42,1,2300,1,1,,,,,
1578900890,F,PA,NE,PA,Physician Assistant,PA,24,1,25,1,1,,,,,
1578901344,F,ME,NE,MD,Family Practice,MD,12,1,186,1,1,,,,,
1578904884,M,OH,MW,D.O.,Internal Medicine,DO,0,0,234,1,1,,,,,
1578907622,F,OH,MW,,Student in an Organized Health Care Education/Training Program,MD,14,1,0,0,1,,,,,
1578908000,F,MI,MW,M.D.,Internal Medicine,MD,0,0,101,1,1,,,,,
1578972279,F,MA,NE,NP,Nurse Practitioner,NP,141,1,0,0,1,,,,,
1578990206,M,NY,NE,M.D.,Obstetrics/Gynecology,MD,0,0,13,1,0,,,,,
1588002604,M,CO,W,D.O.,Internal Medicine,DO,0,0,155,1,0,,,,,
1588003990,F,SC,S,NP-C,Nurse Practitioner,NP,11,1,100,1,1,,,,,
1588005607,M,AZ,W,,Optometry,MD,0,0,70,1,0,,,,,
1588007173,M,OH,MW,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,28,1,0,,,,,
1588086672,M,SC,S,,Physician Assistant,PA,14,1,0,0,1,,,,,
1588093603,M,TX,S,DDS,Dentist,DDS,17,1,15,1,1,,,,,
1588093843,M,NY,NE,MD,Internal Medicine,MD,67,1,1355,1,1,,,,,
1588601280,M,MA,NE,D.O.,Ophthalmology,DO,0,0,392,1,0,,,,,
1588602916,M,NY,NE,DPM,Podiatry,MD,0,0,15,1,0,,,,,
1588603039,M,UT,W,MD,Orthopedic Surgery,MD,11,1,0,0,1,,,,,
1588603666,M,MT,W,MD,Internal Medicine,MD,0,0,159,1,1,,,,,
1588605588,M,NY,NE,MD,Gastroenterology,MD,0,0,284,1,0,,,,,
1588607675,M,WI,MW,MD,General Surgery,MD,28,1,34,1,1,,,,,
1588608970,M,MO,MW,MD,Ophthalmology,MD,0,0,94,1,1,,,,,
1588609267,M,MI,MW,M.D.,Cardiology,MD,0,0,2336,1,0,,,,,
1588610265,F,DC,S,"MD, PHD, FACC",Cardiology,MD,0,0,1937,1,0,,,,,
1588610943,M,NY,NE,M.D.,Internal Medicine,MD,177,1,4114,1,1,,,,,
1588610992,M,MN,MW,,Sports Medicine,MD,0,0,24,1,1,,,,,
1588612477,F,CA,W,,Emergency Medicine,MD,34,1,68,1,1,,,,,
1588613095,M,NC,S,D.O.,Internal Medicine,DO,96,1,2019,1,1,,,,,
1588614952,M,FL,S,M.D.,Geriatric Medicine,MD,261,1,7623,1,1,,,,,
1588615207,F,CA,W,M.D.,Internal Medicine,MD,39,1,984,1,1,,,,,
1588616072,M,FL,S,MD,Family Practice,MD,0,0,1045,1,0,,,,,
1588616569,F,NC,S,MD,Emergency Medicine,MD,15,1,13,1,1,,,,,
1588616734,F,AZ,W,M.D.,Preventive Medicine,MD,18,1,704,1,1,,,,,
1588617724,M,AZ,W,M.D.,Pulmonary Disease,MD,0,0,965,1,0,,,,,
1588617971,M,NJ,NE,M.D.,Ophthalmology,MD,0,0,702,1,0,,,,,
1588621023,M,VA,S,MD,Gastroenterology,MD,79,1,454,1,1,,,,,
1588621742,M,AR,S,MD,Family Practice,MD,38,1,1555,1,1,,,,,
1588621965,M,NC,S,MD,Anesthesiology,MD,0,0,127,1,0,,,,,
1588624035,F,PA,NE,M.D.,Emergency Medicine,MD,19,1,34,1,1,,,,,
1588625875,M,IL,MW,M.D.,Hematology/Oncology,MD,98,1,58,1,1,,,,,
1588626527,M,NC,S,MD,Internal Medicine,MD,187,1,4797,1,1,,,,,
1588627822,M,TN,S,CFNP,Nurse Practitioner,NP,0,0,189,1,0,,,,,
1588629828,M,FL,S,OD,Optometry,MD,0,0,83,1,0,,,,,
1588632160,M,TX,S,M.D.,Cardiology,MD,0,0,216,1,0,,,,,
1588632343,M,MO,MW,FNP,Nurse Practitioner,NP,166,1,5512,1,1,,,,,
1588632434,F,WA,W,MD,Internal Medicine,MD,0,0,153,1,0,,,,,
1588633358,M,SC,S,M.D.,Family Practice,MD,504,1,11722,1,1,,,,,
1588634240,F,PA,NE,PAC,Physician Assistant,PA,12,1,19,1,1,,,,,
1588635916,M,NJ,NE,M.D.,Urology,MD,43,1,859,1,1,,,,,
1588639512,M,AR,S,MD,Otolaryngology,MD,55,1,874,1,1,,,,,
1588640114,M,OK,S,D.D.S.,Dentist,DDS,0,0,16,1,0,,,,,
1588641310,M,NC,S,DDS,Dentist,DDS,21,1,141,1,1,,,,,
1588641500,M,NC,S,M.D.,Otolaryngology,MD,11,1,262,1,1,,,,,
1588642755,M,WI,MW,MD,Cardiology,MD,35,1,5987,1,1,,,,,
1588645675,M,NC,S,M.D.,Urology,MD,89,1,1025,1,1,,,,,
1588647317,M,OR,W,DO,Internal Medicine,DO,517,1,10679,1,1,,,,,
1588647747,F,MO,MW,M.D.,Dermatology,MD,0,0,147,1,0,,,,,
1588648174,M,MN,MW,M.D.,Family Practice,MD,527,1,5990,1,1,,,,,
1588648299,M,NV,W,"BA,,DC, DO,JD, LLM",Emergency Medicine,DO,13,1,0,0,1,,,,,
1588648646,F,NC,S,M.D.,General Surgery,MD,46,1,0,0,1,,,,,
1588648877,F,CA,W,M.D.,Obstetrics/Gynecology,MD,0,0,11,1,1,,,,,
1588650345,M,CA,W,,Anesthesiology,MD,0,0,11,1,0,,,,,
1588651434,F,NY,NE,OD,Optometry,MD,0,0,193,1,0,,,,,
1588652499,F,WV,S,MD,Family Practice,MD,631,1,7320,1,1,,,,,
1588653281,M,MN,MW,DDS,Dentist,DDS,11,1,36,1,1,,,,,
1588653695,F,IN,MW,APRN BC,Nurse Practitioner,NP,1332,1,794,1,1,,,,,
1588654057,M,IL,MW,MD,General Surgery,MD,34,1,134,1,1,,,,,
1588654776,F,MI,MW,M.D.,Family Practice,MD,995,1,4959,1,1,,,,,
1588658801,M,OR,W,M.D.,General Surgery,MD,0,0,48,1,0,,,,,
1588658876,F,NY,NE,NP,Nurse Practitioner,NP,0,0,194,1,0,,,,,
1588658942,M,PA,NE,MD,Hematology/Oncology,MD,79,1,50,1,1,,,,,
1588658967,M,NY,NE,DPM,Podiatry,MD,0,0,12,1,0,,,,,
1588659205,M,FL,S,,Urology,MD,20,1,1454,1,1,,,,,
1588659312,M,FL,S,MD,Internal Medicine,MD,565,1,8762,1,1,,,,,
1588661458,M,KY,S,M.D.,Family Practice,MD,1574,1,15251,1,1,,,,,
1588661615,M,NY,NE,M.D.,Family Practice,MD,58,1,3002,1,1,,,,,
1588662597,M,OH,MW,MD,Gastroenterology,MD,0,0,477,1,0,,,,,
1588663082,F,SC,S,P.A.,Physician Assistant,PA,120,1,2475,1,1,,,,,
1588663231,M,NJ,NE,M.D.,Psychiatry & Neurology,MD,0,0,165,1,0,,,,,
1588663272,M,IL,MW,M.D.,Orthopedic Surgery,MD,130,1,64,1,1,,,,,
1588665228,M,TX,S,MD,Endocrinology,MD,100,1,5705,1,1,,,,,
1588666929,M,NC,S,PA,Physician Assistant,PA,233,1,118,1,1,,,,,
1588667232,F,AZ,W,M.D.,General Surgery,MD,41,1,0,0,1,,,,,
1588668446,F,NY,NE,MD,Otolaryngology,MD,0,0,187,1,0,,,,,
1588669196,M,IL,MW,D.M.D.,Dentist,DDS,0,0,11,1,0,,,,,
1588669477,M,NH,NE,DMD,Dentist,DDS,0,0,68,1,1,,,,,
1588670855,F,LA,S,F.N.P.-C,Nurse Practitioner,NP,20,1,247,1,1,,,,,
1588671325,F,MI,MW,DDS,Dentist,DDS,0,0,14,1,0,,,,,
1588673800,M,UT,W,MD,Orthopedic Surgery,MD,149,1,148,1,1,,,,,
1588674014,M,FL,S,M.D.,Neurology,MD,42,1,239,1,1,,,,,
1588674055,M,UT,W,MD,Otolaryngology,MD,11,1,235,1,1,,,,,
1588677975,M,NC,S,DDS,Dentist,DDS,59,1,97,1,1,,,,,
1588679443,M,TX,S,M.D.,Cardiology,MD,77,1,5826,1,1,,,,,
1588680953,M,NE,MW,M.D.,Family Practice,MD,341,1,7547,1,1,,,,,
1588681522,F,WI,MW,MD,Internal Medicine,MD,748,1,17002,1,1,,,,,
1588682256,M,LA,S,MD,Psychiatry,MD,0,0,205,1,0,,,,,
1588684278,M,GA,S,M.D.,Family Practice,MD,1848,1,25005,1,1,,,,,
1588684542,M,IL,MW,MD SC,Internal Medicine,MD,0,0,78,1,0,,,,,
1588684658,M,NY,NE,MD,Pain Management,MD,1161,1,988,1,1,,,,,
1588685606,M,KY,S,M.D.,Emergency Medicine,MD,30,1,0,0,1,,,,,
1588685838,M,NY,NE,DDS,Oral Surgery (dentists only),DDS,31,1,69,1,1,,,,,
1588686158,M,NM,W,"CNP, CNS, APRN BC",Nurse Practitioner,NP,0,0,290,1,0,,,,,
1588686943,M,AR,S,MD,Obstetrics/Gynecology,MD,14,1,191,1,1,,,,,
1588687040,M,WA,W,O.D.,Optometry,MD,0,0,23,1,0,,,,,
1588687933,M,FL,S,M.D.,Otolaryngology,MD,0,0,30,1,0,,,,,
1588688105,M,WI,MW,D.D.S.,Maxillofacial Surgery,DDS,142,1,84,1,1,,,,,
1588688915,F,FL,S,ARNP,Nurse Practitioner,NP,0,0,493,1,0,,,,,
1588689772,M,NY,NE,M.D.,Urology,MD,0,0,177,1,1,,,,,
1588691265,M,MO,MW,MD,Gastroenterology,MD,0,0,582,1,1,,,,,
1588691455,M,CA,W,M.D.,Pulmonary Disease,MD,17,1,1501,1,1,,,,,
1588691596,M,IN,MW,MD,Psychiatry,MD,0,0,3603,1,0,,,,,
1588693477,M,FL,S,MD,Internal Medicine,MD,176,1,11702,1,1,,,,,
1588693931,M,OH,MW,D.D.S.,Dentist,DDS,0,0,11,1,0,,,,,
1588694350,M,OH,MW,M.D.,Neurosurgery,MD,867,1,265,1,1,,,,,
1588695381,F,NC,S,PA-C,Physician Assistant,PA,88,1,1096,1,1,,,,,
1588697726,F,CO,W,MD,Internal Medicine,MD,948,1,9685,1,1,,,,,
1588698252,M,VT,NE,M.D.,Psychiatry,MD,0,0,573,1,0,,,,,
1588698369,F,NM,W,MD,Internal Medicine,MD,60,1,102,1,1,,,,,
1588699490,M,CA,W,MD,Internal Medicine,MD,377,1,9084,1,1,,,,,
1588700827,F,NY,NE,DDS,Dentist,DDS,0,0,40,1,0,,,,,
1588700876,M,IN,MW,M.D.,Family Practice,MD,20,1,349,1,1,,,,,
1588702468,F,CO,W,NP,Nurse Practitioner,NP,0,0,67,1,1,,,,,
1588703508,F,MN,MW,MD,Psychiatry & Neurology,MD,0,0,133,1,0,,,,,
1588704399,M,MA,NE,DMD,Dentist,DDS,0,0,15,1,0,,,,,
1588704753,M,MI,MW,D.D.S.,Dentist,DDS,0,0,17,1,0,,,,,
1588708044,M,MN,MW,D.O.,Endocrinology,DO,0,0,834,1,0,,,,,
1588709190,F,CA,W,OD,Optometry,MD,0,0,343,1,0,,,,,
1588711527,M,CA,W,D.D.S.,Dentist,DDS,0,0,20,1,0,,,,,
1588713895,M,MN,MW,DDS,Dentist,DDS,0,0,13,1,0,,,,,
1588718084,M,NY,NE,M.D.,Cardiology,MD,32,1,2406,1,1,,,,,
1588719538,M,NY,NE,M.D.,Family Practice,MD,0,0,1953,1,1,,,,,
1588720619,F,NY,NE,M.D.,Dermatology,MD,0,0,120,1,0,,,,,
1588724454,M,MI,MW,M.D.,Urology,MD,21,1,1310,1,1,,,,,
1588724504,M,TX,S,MD,General Surgery,MD,49,1,19,1,1,,,,,
1588725394,F,MN,MW,DDS,Dentist,DDS,0,0,13,1,0,,,,,
1588728778,M,NC,S,M.D.,Family Practice,MD,238,1,4020,1,1,,,,,
1588729842,M,NY,NE,DMD,Dentist,DDS,26,1,45,1,1,,,,,
1588730840,M,MO,MW,M.D.,Obstetrics/Gynecology,MD,12,1,59,1,1,,,,,
1588731673,M,PR,O,MD,Orthopedic Surgery,MD,61,1,87,1,1,,,,,
1588731863,M,OH,MW,DO,Pain Management,DO,2020,1,884,1,1,,,,,
1588732267,F,IA,MW,ARNP,Nurse Practitioner,NP,73,1,1539,1,1,,,,,
1588732366,M,MS,S,MD,Family Practice,MD,341,1,12894,1,1,,,,,
1588732911,F,MN,MW,"M.D., M.P.H.",Colorectal Surgery (formerly proctology),MD,13,1,63,1,1,,,,,
1588733992,M,TN,S,M.D.,Urology,MD,105,1,511,1,1,,,,,
1588734172,M,VA,S,MD,Neurology,MD,0,0,228,1,0,,,,,
1588740112,F,LA,S,M.D.,Obstetrics/Gynecology,MD,0,0,116,1,0,,,,,
1588740344,F,TN,S,DDS,Dentist,DDS,21,1,25,1,1,,,,,
1588740575,M,KY,S,M.D.,Family Practice,MD,241,1,6047,1,1,,,,,
